Date,Gender,Annual Income,Model,Engine,Transmission,Color,Price ($),Body Style,Company
2022-05-25,Female,740000,Passat,Overhead Camshaft,Manual,Pale White,12000,Hatchback,Volkswagen
2022-07-06,Female,808000,LS400,Overhead Camshaft,Manual,Pale White,54000,Sedan,Lexus
2023-05-17,Female,13500,Regal,Overhead Camshaft,Manual,Red,43000,Passenger,Buick
2023-11-10,Male,1337500,Outback,Overhead Camshaft,Manual,Pale White,49750,SUV,Subaru
2022-12-18,Female,13500,Celica,DoubleÂ Overhead Camshaft,Auto,Pale White,45000,SUV,Toyota
2023-03-17,Male,1268000,Quest,Overhead Camshaft,Manual,Black,12801,SUV,Nissan
2022-07-25,Male,1012000,S40,Overhead Camshaft,Manual,Black,36200,Sedan,Volvo
2022-10-02,Male,13500,LX470,DoubleÂ Overhead Camshaft,Auto,Pale White,15000,SUV,Lexus
2023-11-19,Female,318000,Galant,DoubleÂ Overhead Camshaft,Auto,Pale White,36000,Passenger,Mitsubishi
2022-06-29,Male,535000,Carrera Cabrio,DoubleÂ Overhead Camshaft,Auto,Pale White,32000,Passenger,Porsche
2022-11-13,Male,13500,Escort,Overhead Camshaft,Manual,Black,11001,Passenger,Ford
2023-05-23,Female,13500,Eldorado,Overhead Camshaft,Manual,Black,85001,Passenger,Cadillac
2023-09-02,Male,590000,A8,Overhead Camshaft,Manual,Pale White,13000,Passenger,Audi
2023-06-04,Male,13500,Crown Victoria,DoubleÂ Overhead Camshaft,Auto,Red,29000,Passenger,Ford
2022-08-28,Male,1500000,Cabrio,DoubleÂ Overhead Camshaft,Auto,Black,16000,Sedan,Volkswagen
2022-01-21,Male,320000,Frontier,DoubleÂ Overhead Camshaft,Auto,Pale White,18000,Hatchback,Nissan
2022-08-23,Male,725000,Malibu,Overhead Camshaft,Manual,Pale White,57000,Hardtop,Chevrolet
2023-11-29,Male,975000,Carrera Coupe,DoubleÂ Overhead Camshaft,Auto,Pale White,15000,Hardtop,Porsche
2023-11-20,Male,13500,Diamante,DoubleÂ Overhead Camshaft,Auto,Black,17001,Hatchback,Mitsubishi
2023-07-01,Male,13500,Crown Victoria,Overhead Camshaft,Manual,Pale White,20000,Passenger,Ford
2023-06-11,Male,13500,GS400,DoubleÂ Overhead Camshaft,Auto,Black,12001,Hatchback,Lexus
2023-11-26,Male,1400000,300M,DoubleÂ Overhead Camshaft,Auto,Pale White,16000,SUV,Chrysler
2022-05-30,Male,751000,Forester,Overhead Camshaft,Manual,Red,26000,Hardtop,Subaru
2023-09-05,Male,13500,Stratus,Overhead Camshaft,Manual,Red,25000,Hatchback,Dodge
2022-10-18,Male,1400000,I30,DoubleÂ Overhead Camshaft,Auto,Pale White,15000,Hatchback,Infiniti
2023-11-11,Male,13500,TL,DoubleÂ Overhead Camshaft,Auto,Black,28000,Hatchback,Acura
2022-09-26,Male,1247000,Park Avenue,DoubleÂ Overhead Camshaft,Auto,Pale White,12701,Hatchback,Buick
2022-02-18,Female,13500,Durango,Overhead Camshaft,Manual,Pale White,31000,SUV,Dodge
2023-11-14,Male,1505000,Sonata,Overhead Camshaft,Manual,Black,20500,SUV,Hyundai
2022-04-18,Female,1125000,Tacoma,Overhead Camshaft,Manual,Pale White,24500,Hardtop,Toyota
2023-12-23,Female,815000,E-Class,DoubleÂ Overhead Camshaft,Auto,Red,15000,Sedan,Mercedes-B
2022-12-25,Male,13500,Ram Wagon,DoubleÂ Overhead Camshaft,Auto,Black,22001,Passenger,Dodge
2022-11-12,Male,1020000,Taurus,DoubleÂ Overhead Camshaft,Auto,Black,12001,SUV,Ford
2022-05-14,Male,598000,Sunfire,Overhead Camshaft,Manual,Pale White,28000,Sedan,Pontiac
2022-07-16,Male,875000,Montero,Overhead Camshaft,Manual,Black,16000,SUV,Mitsubishi
2023-01-05,Male,852000,Metro,DoubleÂ Overhead Camshaft,Auto,Pale White,19000,Passenger,Chevrolet
2023-06-23,Female,13500,Cabrio,DoubleÂ Overhead Camshaft,Auto,Black,16000,Sedan,Volkswagen
2023-12-18,Female,13500,Forester,Overhead Camshaft,Manual,Red,26000,Hardtop,Subaru
2023-07-08,Male,535000,Carrera Cabrio,Overhead Camshaft,Manual,Black,22000,Passenger,Porsche
2022-08-28,Male,13500,Outback,Overhead Camshaft,Manual,Red,49000,SUV,Subaru
2023-09-26,Female,760000,Durango,DoubleÂ Overhead Camshaft,Auto,Pale White,10000,SUV,Dodge
2022-08-09,Female,1325000,SC,Overhead Camshaft,Manual,Red,61501,Hardtop,Saturn
2023-09-04,Male,742000,SLK,Overhead Camshaft,Manual,Pale White,17001,Passenger,Mercedes-B
2022-12-27,Male,13500,Forester,DoubleÂ Overhead Camshaft,Auto,Black,22001,SUV,Subaru
2023-05-25,Male,1250000,LS,DoubleÂ Overhead Camshaft,Auto,Pale White,51000,Sedan,Saturn
2022-05-15,Male,13500,Cutlass,DoubleÂ Overhead Camshaft,Auto,Pale White,46000,Sedan,Oldsmobile
2023-05-07,Male,13500,Accord,DoubleÂ Overhead Camshaft,Auto,Pale White,19001,Sedan,Honda
2023-04-12,Male,13500,Passat,DoubleÂ Overhead Camshaft,Auto,Black,9000,Hatchback,Volkswagen
2023-11-24,Male,216000,Focus,Overhead Camshaft,Manual,Black,49000,Hardtop,Ford
2023-12-27,Female,735000,LW,DoubleÂ Overhead Camshaft,Auto,Pale White,18000,Hatchback,Saturn
2023-09-06,Male,13500,Neon,DoubleÂ Overhead Camshaft,Auto,Pale White,27001,SUV,Plymouth
2022-09-27,Male,13500,Focus,Overhead Camshaft,Manual,Pale White,17000,Hardtop,Ford
2022-09-05,Male,2130000,300M,DoubleÂ Overhead Camshaft,Auto,Red,16000,SUV,Chrysler
2023-09-01,Female,780000,Beetle,DoubleÂ Overhead Camshaft,Auto,Pale White,45000,SUV,Volkswagen
2023-04-12,Male,637500,Stratus,DoubleÂ Overhead Camshaft,Auto,Red,31501,Hatchback,Dodge
2022-11-10,Male,1720000,Ram Pickup,DoubleÂ Overhead Camshaft,Auto,Pale White,45000,Hardtop,Dodge
2023-10-21,Female,900000,328i,Overhead Camshaft,Manual,Black,69000,Sedan,BMW
2022-10-13,Female,1780000,Impala,Overhead Camshaft,Manual,Pale White,22000,Hatchback,Chevrolet
2022-04-18,Female,2675000,RL,Overhead Camshaft,Manual,Pale White,17500,SUV,Acura
2023-12-08,Female,1155000,Neon,DoubleÂ Overhead Camshaft,Auto,Pale White,27501,SUV,Plymouth
2022-09-20,Male,691500,Firebird,Overhead Camshaft,Manual,Black,43500,Hatchback,Pontiac
2023-06-17,Male,400000,Grand Prix,DoubleÂ Overhead Camshaft,Auto,Pale White,69001,Passenger,Pontiac
2023-04-19,Male,485000,Focus,Overhead Camshaft,Manual,Red,24001,Hardtop,Ford
2023-06-14,Male,408000,528i,Overhead Camshaft,Manual,Pale White,14000,SUV,BMW
2022-03-12,Female,1190000,S70,Overhead Camshaft,Manual,Pale White,24000,Hatchback,Volvo
2023-12-12,Female,5925000,Escalade,DoubleÂ Overhead Camshaft,Auto,Black,28500,Sedan,Cadillac
2023-04-01,Male,1315000,A6,Overhead Camshaft,Manual,Pale White,14500,SUV,Audi
2023-08-08,Male,1030000,Cutlass,DoubleÂ Overhead Camshaft,Auto,Pale White,46001,Sedan,Oldsmobile
2022-07-27,Female,790000,LS400,DoubleÂ Overhead Camshaft,Auto,Black,22000,Sedan,Lexus
2022-06-11,Female,785000,Corolla,Overhead Camshaft,Manual,Pale White,22000,Passenger,Toyota
2022-04-18,Male,700000,Jetta,Overhead Camshaft,Manual,Red,24000,Passenger,Volkswagen
2022-11-05,Male,1725000,Land Cruiser,DoubleÂ Overhead Camshaft,Auto,Red,12500,SUV,Toyota
2023-10-17,Female,585000,SLK,Overhead Camshaft,Manual,Pale White,17000,Passenger,Mercedes-B
2023-10-10,Male,13500,Ram Pickup,Overhead Camshaft,Manual,Pale White,16000,Hardtop,Dodge
2022-08-10,Female,1280000,SLK230,Overhead Camshaft,Manual,Pale White,14001,Hatchback,Mercedes-B
2022-05-04,Male,725000,Outback,DoubleÂ Overhead Camshaft,Auto,Pale White,19000,SUV,Subaru
2022-03-05,Male,386000,Town car,Overhead Camshaft,Manual,Black,17000,Hatchback,Lincoln
2023-07-23,Female,320000,A6,Overhead Camshaft,Manual,Pale White,24001,SUV,Audi
2022-12-21,Male,1070000,Grand Am,DoubleÂ Overhead Camshaft,Auto,Pale White,12000,SUV,Pontiac
2022-11-08,Male,740000,Montero Sport,Overhead Camshaft,Manual,Black,42000,Hardtop,Mitsubishi
2022-07-04,Female,716500,Carrera Coupe,DoubleÂ Overhead Camshaft,Auto,Red,22500,Hatchback,Porsche
2022-01-12,Male,441000,Intrepid,Overhead Camshaft,Manual,Black,11000,Sedan,Dodge
2023-09-19,Male,620000,S-Type,Overhead Camshaft,Manual,Pale White,20000,Passenger,Jaguar
2023-04-04,Female,850000,E-Class,DoubleÂ Overhead Camshaft,Auto,Pale White,31000,Sedan,Mercedes-B
2022-04-26,Male,1180000,Passat,DoubleÂ Overhead Camshaft,Auto,Red,13000,Hatchback,Volkswagen
2023-09-26,Female,13500,LS400,DoubleÂ Overhead Camshaft,Auto,Pale White,27000,Sedan,Lexus
2023-08-13,Male,950000,Villager,Overhead Camshaft,Manual,Pale White,16000,Passenger,Mercury
2022-12-21,Male,545000,F-Series,Overhead Camshaft,Manual,Pale White,14000,Passenger,Ford
2022-07-05,Male,572000,Prizm,DoubleÂ Overhead Camshaft,Auto,Black,16000,Hatchback,Chevrolet
2022-04-18,Male,1320000,Voyager,Overhead Camshaft,Manual,Red,12000,Passenger,Plymouth
2022-06-16,Female,1600000,LX470,DoubleÂ Overhead Camshaft,Auto,Black,22000,SUV,Lexus
2022-12-17,Male,715000,Sentra,DoubleÂ Overhead Camshaft,Auto,Black,16001,Passenger,Nissan
2023-06-17,Male,13500,Passat,DoubleÂ Overhead Camshaft,Auto,Black,9000,Hatchback,Volkswagen
2022-11-19,Male,526000,Regal,DoubleÂ Overhead Camshaft,Auto,Pale White,46001,Passenger,Buick
2023-04-26,Female,2285000,Sonata,Overhead Camshaft,Manual,Pale White,21500,SUV,Hyundai
2022-11-30,Male,900000,Maxima,Overhead Camshaft,Manual,Pale White,22001,Sedan,Nissan
2023-07-04,Male,485000,Montero,Overhead Camshaft,Manual,Black,16000,SUV,Mitsubishi
2022-05-23,Female,3250000,Cutlass,DoubleÂ Overhead Camshaft,Auto,Red,15000,Sedan,Oldsmobile
2023-08-26,Male,1380000,528i,Overhead Camshaft,Manual,Black,21000,SUV,BMW
2023-08-04,Male,1700000,Camry,Overhead Camshaft,Manual,Black,29001,Hatchback,Toyota
2022-01-13,Male,1385000,Regal,DoubleÂ Overhead Camshaft,Auto,Pale White,46500,Passenger,Buick
2022-09-27,Male,13500,S-Type,Overhead Camshaft,Manual,Pale White,21000,Passenger,Jaguar
2022-09-03,Male,1131000,Sunfire,Overhead Camshaft,Manual,Red,43100,Sedan,Pontiac
2023-05-22,Male,13500,Grand Cherokee,Overhead Camshaft,Manual,Red,21000,SUV,Jeep
2022-12-12,Female,650000,Xterra,Overhead Camshaft,Manual,Pale White,31000,Passenger,Nissan
2023-11-14,Male,13500,Pathfinder,DoubleÂ Overhead Camshaft,Auto,Pale White,21000,SUV,Nissan
2022-09-27,Female,121000,Cavalier,Overhead Camshaft,Manual,Pale White,20000,SUV,Chevrolet
2022-06-18,Female,566000,LW,Overhead Camshaft,Manual,Pale White,13000,Hatchback,Saturn
2023-04-01,Male,13500,Grand Am,DoubleÂ Overhead Camshaft,Auto,Pale White,26000,SUV,Pontiac
2023-12-30,Male,500000,S40,Overhead Camshaft,Manual,Red,17000,Sedan,Volvo
2022-12-07,Male,900000,Prizm,Overhead Camshaft,Manual,Black,16000,SUV,Chevrolet
2022-12-06,Male,1410000,Ram Pickup,DoubleÂ Overhead Camshaft,Auto,Pale White,45001,Hatchback,Dodge
2023-01-25,Male,781000,LHS,DoubleÂ Overhead Camshaft,Auto,Black,26001,Hatchback,Chrysler
2022-12-18,Male,566000,SC,DoubleÂ Overhead Camshaft,Auto,Black,33000,Hardtop,Saturn
2023-04-03,Male,13500,Caravan,DoubleÂ Overhead Camshaft,Auto,Pale White,38001,SUV,Dodge
2023-10-31,Male,1731000,Continental,Overhead Camshaft,Manual,Black,42101,Passenger,Lincoln
2022-12-18,Female,13500,Metro,Overhead Camshaft,Manual,Pale White,13001,Passenger,Chevrolet
2022-06-16,Male,510000,Ranger,Overhead Camshaft,Manual,Black,18000,Hatchback,Ford
2023-04-01,Male,540000,3000GT,Overhead Camshaft,Manual,Red,24000,Sedan,Mitsubishi
2022-10-23,Male,625500,Pathfinder,Overhead Camshaft,Manual,Red,11500,Hardtop,Nissan
2022-11-17,Female,13500,S80,Overhead Camshaft,Manual,Pale White,21000,Sedan,Volvo
2022-11-23,Male,850000,Camry,Overhead Camshaft,Manual,Black,34000,Hatchback,Toyota
2023-09-23,Male,550000,Firebird,Overhead Camshaft,Manual,Black,43000,SUV,Pontiac
2023-01-30,Male,13500,Cirrus,DoubleÂ Overhead Camshaft,Auto,Red,12000,Passenger,Chrysler
2023-09-23,Male,375000,I30,Overhead Camshaft,Manual,Red,22000,SUV,Infiniti
2022-10-25,Male,505000,S70,DoubleÂ Overhead Camshaft,Auto,Black,26000,Hardtop,Volvo
2022-12-14,Male,13500,Crown Victoria,DoubleÂ Overhead Camshaft,Auto,Pale White,29000,Passenger,Ford
2023-09-06,Female,792000,A6,Overhead Camshaft,Manual,Black,15001,SUV,Audi
2023-03-01,Female,410000,RL,Overhead Camshaft,Manual,Red,31000,SUV,Acura
2023-11-24,Male,590000,C70,DoubleÂ Overhead Camshaft,Auto,Black,18000,Hatchback,Volvo
2023-05-02,Male,435000,Cavalier,Overhead Camshaft,Manual,Pale White,20000,SUV,Chevrolet
2022-08-05,Male,13500,Sebring Coupe,DoubleÂ Overhead Camshaft,Auto,Red,19000,Sedan,Chrysler
2023-07-17,Female,1410000,323i,DoubleÂ Overhead Camshaft,Auto,Pale White,19000,Hatchback,BMW
2022-05-08,Male,636500,3-Sep,DoubleÂ Overhead Camshaft,Auto,Black,26500,Sedan,Saab
2023-12-12,Male,875000,528i,Overhead Camshaft,Manual,Black,21000,SUV,BMW
2023-08-13,Male,876000,TL,DoubleÂ Overhead Camshaft,Auto,Black,28000,Hatchback,Acura
2022-12-10,Male,1167500,Tacoma,Overhead Camshaft,Manual,Pale White,82750,SUV,Toyota
2023-06-12,Male,475000,A6,Overhead Camshaft,Manual,Pale White,24000,SUV,Audi
2023-12-01,Male,925000,Prizm,Overhead Camshaft,Manual,Black,16001,Hardtop,Chevrolet
2022-06-11,Female,2950000,Ranger,Overhead Camshaft,Manual,Black,18001,SUV,Ford
2022-11-08,Female,1420000,Seville,Overhead Camshaft,Manual,Black,44000,Hardtop,Cadillac
2023-11-10,Male,1065000,Silhouette,Overhead Camshaft,Manual,Pale White,14500,Sedan,Oldsmobile
2023-02-21,Male,13500,Grand Marquis,Overhead Camshaft,Manual,Black,49001,SUV,Mercury
2023-06-12,Male,488000,CL500,Overhead Camshaft,Manual,Pale White,22000,SUV,Mercedes-B
2023-09-14,Female,1000000,SLK,DoubleÂ Overhead Camshaft,Auto,Pale White,36000,Passenger,Mercedes-B
2023-05-26,Female,668000,Corvette,DoubleÂ Overhead Camshaft,Auto,Pale White,25001,SUV,Chevrolet
2022-12-01,Male,550000,528i,DoubleÂ Overhead Camshaft,Auto,Black,31001,SUV,BMW
2023-10-01,Male,1662000,Sebring Conv.,DoubleÂ Overhead Camshaft,Auto,Black,16200,SUV,Chrysler
2023-09-30,Male,850000,Wrangler,Overhead Camshaft,Manual,Pale White,23000,Hatchback,Jeep
2022-03-26,Male,787000,RAV4,DoubleÂ Overhead Camshaft,Auto,Pale White,27000,Hatchback,Toyota
2023-08-27,Male,986000,Bravada,Overhead Camshaft,Manual,Black,18001,Hatchback,Oldsmobile
2023-09-15,Female,13500,Accord,Overhead Camshaft,Manual,Black,43000,Sedan,Honda
2022-08-09,Male,302500,Diamante,DoubleÂ Overhead Camshaft,Auto,Black,18500,Hatchback,Mitsubishi
2023-12-23,Male,625000,Explorer,DoubleÂ Overhead Camshaft,Auto,Red,41000,Hatchback,Ford
2022-05-01,Male,850000,S40,Overhead Camshaft,Manual,Black,36000,Sedan,Volvo
2023-09-08,Male,630000,S-Type,DoubleÂ Overhead Camshaft,Auto,Black,16000,Passenger,Jaguar
2022-10-11,Female,737500,Maxima,Overhead Camshaft,Manual,Pale White,22500,Sedan,Nissan
2023-05-26,Female,13500,DeVille,DoubleÂ Overhead Camshaft,Auto,Red,22000,SUV,Cadillac
2022-12-06,Female,13500,S80,Overhead Camshaft,Manual,Red,25001,Sedan,Volvo
2023-03-03,Male,13500,Sienna,Overhead Camshaft,Manual,Red,19001,Passenger,Toyota
2022-06-28,Male,1232000,Caravan,DoubleÂ Overhead Camshaft,Auto,Red,19200,Hatchback,Dodge
2023-09-08,Male,13500,300M,DoubleÂ Overhead Camshaft,Auto,Red,16000,SUV,Chrysler
2023-02-05,Male,13500,Cougar,DoubleÂ Overhead Camshaft,Auto,Black,33000,Hatchback,Mercury
2023-02-19,Female,2100000,Monte Carlo,Overhead Camshaft,Manual,Red,17001,Hatchback,Chevrolet
2022-12-31,Female,650000,Concorde,Overhead Camshaft,Manual,Pale White,28000,Hardtop,Chrysler
2023-12-01,Male,1204000,Lumina,Overhead Camshaft,Manual,Black,42401,Passenger,Chevrolet
2022-12-27,Female,1470000,Camry,DoubleÂ Overhead Camshaft,Auto,Pale White,31001,Hatchback,Toyota
2022-07-12,Male,1400000,Mustang,Overhead Camshaft,Manual,Black,22000,Hatchback,Ford
2022-06-11,Male,13500,Accord,DoubleÂ Overhead Camshaft,Auto,Pale White,19001,Sedan,Honda
2023-11-15,Female,730000,S40,Overhead Camshaft,Manual,Pale White,22000,Sedan,Volvo
2023-09-12,Male,13500,Wrangler,DoubleÂ Overhead Camshaft,Auto,Red,19000,Hatchback,Jeep
2022-12-12,Male,925000,Viper,DoubleÂ Overhead Camshaft,Auto,Pale White,41000,SUV,Dodge
2022-10-31,Female,605000,Park Avenue,DoubleÂ Overhead Camshaft,Auto,Pale White,62000,Hatchback,Buick
2022-09-25,Male,13500,Jetta,Overhead Camshaft,Manual,Pale White,45000,Passenger,Volkswagen
2023-12-27,Male,13500,SLK230,Overhead Camshaft,Manual,Red,71000,Hatchback,Mercedes-B
2022-09-17,Male,705000,Cutlass,DoubleÂ Overhead Camshaft,Auto,Pale White,15000,Sedan,Oldsmobile
2023-12-04,Male,13500,Dakota,Overhead Camshaft,Manual,Red,12001,Sedan,Dodge
2023-09-19,Female,13500,Grand Am,DoubleÂ Overhead Camshaft,Auto,Pale White,12000,SUV,Pontiac
2023-12-23,Male,13500,Sunfire,Overhead Camshaft,Manual,Red,43000,Sedan,Pontiac
2023-03-14,Male,479000,Pathfinder,DoubleÂ Overhead Camshaft,Auto,Pale White,75000,SUV,Nissan
2022-08-09,Male,580000,Seville,Overhead Camshaft,Manual,Pale White,22001,Hardtop,Cadillac
2023-12-01,Male,808000,Aurora,DoubleÂ Overhead Camshaft,Auto,Pale White,24001,Passenger,Oldsmobile
2022-08-21,Male,495000,Malibu,Overhead Camshaft,Manual,Pale White,14000,SUV,Chevrolet
2023-05-22,Male,875500,Accent,Overhead Camshaft,Manual,Black,18500,Hatchback,Hyundai
2023-01-07,Male,680000,RAV4,Overhead Camshaft,Manual,Black,85000,Hatchback,Toyota
2023-10-28,Male,1500000,Explorer,DoubleÂ Overhead Camshaft,Auto,Black,22001,Hatchback,Ford
2023-10-10,Male,2000000,Durango,DoubleÂ Overhead Camshaft,Auto,Red,22000,SUV,Dodge
2023-12-23,Male,13500,3000GT,Overhead Camshaft,Manual,Red,20000,Sedan,Mitsubishi
2022-01-05,Male,300000,Contour,DoubleÂ Overhead Camshaft,Auto,Pale White,62000,Sedan,Ford
2023-09-01,Male,13500,Silhouette,Overhead Camshaft,Manual,Pale White,34001,Sedan,Oldsmobile
2022-10-09,Male,615888,Intrigue,DoubleÂ Overhead Camshaft,Auto,Pale White,45880,SUV,Oldsmobile
2022-05-22,Male,555000,A6,Overhead Camshaft,Manual,Pale White,24000,SUV,Audi
2023-05-30,Female,460000,SLK,DoubleÂ Overhead Camshaft,Auto,Pale White,46000,Passenger,Mercedes-B
2022-12-03,Female,13500,Grand Cherokee,Overhead Camshaft,Manual,Black,19000,SUV,Jeep
2022-11-08,Female,1000000,TL,DoubleÂ Overhead Camshaft,Auto,Black,28000,Hatchback,Acura
2023-12-03,Male,13500,Sienna,Overhead Camshaft,Manual,Black,27000,Passenger,Toyota
2023-04-01,Male,1140000,S-Type,Overhead Camshaft,Manual,Pale White,20000,Passenger,Jaguar
2023-10-08,Male,900000,Expedition,Overhead Camshaft,Manual,Red,22000,SUV,Ford
2023-09-11,Female,1355000,DeVille,DoubleÂ Overhead Camshaft,Auto,Red,69500,SUV,Cadillac
2023-09-23,Female,775000,Jetta,Overhead Camshaft,Manual,Pale White,45001,Passenger,Volkswagen
2022-12-17,Male,13500,Malibu,Overhead Camshaft,Manual,Pale White,57000,Hardtop,Chevrolet
2023-07-21,Male,1270000,3000GT,Overhead Camshaft,Manual,Pale White,20000,Sedan,Mitsubishi
2022-05-14,Male,3400000,Grand Am,DoubleÂ Overhead Camshaft,Auto,Red,19000,SUV,Pontiac
2023-08-13,Male,1700000,Eclipse,DoubleÂ Overhead Camshaft,Auto,Black,27000,SUV,Mitsubishi
2022-09-15,Male,750000,Metro,DoubleÂ Overhead Camshaft,Auto,Black,31000,Passenger,Chevrolet
2022-06-29,Male,662000,Celica,DoubleÂ Overhead Camshaft,Auto,Pale White,45000,SUV,Toyota
2023-11-07,Male,960000,Windstar,DoubleÂ Overhead Camshaft,Auto,Pale White,19000,Sedan,Ford
2022-12-06,Male,2290000,GTI,DoubleÂ Overhead Camshaft,Auto,Red,25000,SUV,Volkswagen
2023-12-29,Male,600000,Dakota,DoubleÂ Overhead Camshaft,Auto,Pale White,21000,Sedan,Dodge
2022-01-27,Female,13500,Odyssey,Overhead Camshaft,Manual,Pale White,27000,Passenger,Honda
2023-07-16,Male,13500,Beetle,DoubleÂ Overhead Camshaft,Auto,Pale White,45000,Hardtop,Volkswagen
2022-09-22,Male,750000,Camry,Overhead Camshaft,Manual,Black,29000,Hatchback,Toyota
2023-11-10,Male,400000,Ram Pickup,DoubleÂ Overhead Camshaft,Auto,Pale White,45000,SUV,Dodge
2023-12-14,Male,1850000,328i,Overhead Camshaft,Manual,Red,21000,Sedan,BMW
2023-06-14,Male,2600000,Outback,DoubleÂ Overhead Camshaft,Auto,Pale White,19000,SUV,Subaru
2023-12-19,Female,678913,Grand Marquis,DoubleÂ Overhead Camshaft,Auto,Black,9910,SUV,Mercury
2023-12-09,Male,2305000,Sienna,Overhead Camshaft,Manual,Red,19500,Passenger,Toyota
2023-03-29,Male,2490000,C70,DoubleÂ Overhead Camshaft,Auto,Black,18000,Hatchback,Volvo
2022-12-19,Male,13500,A6,Overhead Camshaft,Manual,Black,15001,SUV,Audi
2023-11-22,Male,795000,Sunfire,Overhead Camshaft,Manual,Pale White,43000,Sedan,Pontiac
2022-03-05,Male,572000,323i,DoubleÂ Overhead Camshaft,Auto,Black,9000,Hatchback,BMW
2022-07-02,Male,755000,Neon,Overhead Camshaft,Manual,Black,29000,SUV,Plymouth
2023-03-13,Male,741000,Mustang,Overhead Camshaft,Manual,Red,25001,Hatchback,Ford
2023-04-16,Male,1300000,Frontier,Overhead Camshaft,Manual,Pale White,12000,Hatchback,Nissan
2023-05-08,Male,912000,Grand Marquis,Overhead Camshaft,Manual,Pale White,16000,SUV,Mercury
2022-03-19,Female,13500,Breeze,DoubleÂ Overhead Camshaft,Auto,Pale White,22000,Hatchback,Plymouth
2022-11-26,Male,2905000,Ranger,DoubleÂ Overhead Camshaft,Auto,Black,61500,Hatchback,Ford
2023-05-16,Female,1446000,Intrigue,DoubleÂ Overhead Camshaft,Auto,Pale White,45601,SUV,Oldsmobile
2022-12-27,Male,1003000,LS,DoubleÂ Overhead Camshaft,Auto,Pale White,51300,Sedan,Saturn
2023-11-03,Male,590000,LS400,DoubleÂ Overhead Camshaft,Auto,Black,39001,Sedan,Lexus
2023-08-23,Male,13500,Concorde,Overhead Camshaft,Manual,Pale White,28000,SUV,Chrysler
2022-10-16,Male,1250000,Sienna,DoubleÂ Overhead Camshaft,Auto,Pale White,26001,Passenger,Toyota
2023-11-10,Male,500000,C-Class,Overhead Camshaft,Manual,Pale White,12000,Hatchback,Mercedes-B
2022-07-24,Male,13500,Viper,DoubleÂ Overhead Camshaft,Auto,Red,41000,SUV,Dodge
2022-04-13,Male,1400000,LHS,DoubleÂ Overhead Camshaft,Auto,Black,17000,Hatchback,Chrysler
2023-11-26,Male,553500,300M,DoubleÂ Overhead Camshaft,Auto,Pale White,22500,SUV,Chrysler
2022-07-24,Male,1335000,Tacoma,DoubleÂ Overhead Camshaft,Auto,Pale White,53500,Hardtop,Toyota
2023-09-12,Female,13500,Windstar,DoubleÂ Overhead Camshaft,Auto,Pale White,19000,Sedan,Ford
2022-01-02,Male,791000,LHS,Overhead Camshaft,Manual,Pale White,41000,Hatchback,Chrysler
2023-06-20,Male,1030000,Grand Am,DoubleÂ Overhead Camshaft,Auto,Pale White,12000,SUV,Pontiac
2023-12-15,Male,890000,Focus,Overhead Camshaft,Manual,Black,49000,Hardtop,Ford
2023-09-02,Male,580000,Sable,DoubleÂ Overhead Camshaft,Auto,Pale White,26001,Sedan,Mercury
2022-02-16,Female,715000,528i,Overhead Camshaft,Manual,Pale White,29000,SUV,BMW
2023-06-23,Female,900000,Prizm,Overhead Camshaft,Manual,Pale White,21000,Hardtop,Chevrolet
2022-09-21,Male,1009000,SLK230,Overhead Camshaft,Manual,Pale White,71901,Hatchback,Mercedes-B
